ID,GENERO,ESTADO_CIVIL,EDAD,GRADO_INSTRUCCION,CONDICION_VIVIENDA,NUMERO_DEPENDIENTES,DPTO_DOMICILIO,ANTIGUEDAD_DOMICILIO,TIPO_TRABAJADOR,TIENE_VEHIVULO,LIQUIDEZDISPONIBLE,ACTIVIDAD_ECONOMICA,DEUDAS_NEGATIVAS,T_D_AC_VEN_MA30_3M,RT_N_ENT_M0_3M,ANTIGUEDAD_LABORAL,UTILIDADOPERATIVA,VENTASNETAS,ENDEUDAMIENTOPATRIMONIAL,MARGENOPERATIVO,CICLOFINANCIERO,SEGMENTO,TARGET
7627,F,S,18,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,6,INDEPENDIENTE,False,420,BODEGAS,0,0,0,5,680,6000,0.22,11.33,5.33,2,0
7628,F,S,60,PRIMARIA,PROPIO,1,SAN MARTIN,6,INDEPENDIENTE,False,283.5,BODEGAS,0,0,0,5,822.2,4200,0.09,19.57,18.53,2,0
7629,M,S,33,PRIMARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,425,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,730,2850,0.22,25.61,44.12,1,0
7630,M,S,58,MEDIO/SECUNDARIA,PROPIO,2,UCAYALI,1,INDEPENDIENTE,False,660,BODEGAS,1,0,0,2,1170,4200,0.22,27.85,44.08,3,0
7631,M,C,66,MEDIO/SECUNDARIA,DE FAMILIAR,0,ICA,2,INDEPENDIENTE,False,1234,VENTA DE ROPA -TEXTILES,0,0,0,3,2460,6600,0.22,37.27,38.26,2,0
7632,M,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,6,INDEPENDIENTE,False,541.67,BODEGAS,0,0,0,5,951.67,5720,0.22,16.63,12.16,2,0
7633,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,3,PIURA,18,INDEPENDIENTE,False,422,TRANSPORTE,0,0,0,1,1142,1520,0.22,75.13,30,2,0
7634,F,C,58,MEDIO/SECUNDARIA,PROPIO,2,LORETO,6,INDEPENDIENTE,False,560,BODEGAS,0,1,0,7,1200,5000,0.22,24,16.62,3,0
7635,F,S,32,PRIMARIA,PROPIO,0,CAJAMARCA,2,INDEPENDIENTE,False,620,LICORERIA,0,0,0,5,1150,4600,0.22,25,21.73,1,0
7636,F,S,36,MEDIO/SECUNDARIA,DE FAMILIAR,1,PASCO,16,INDEPENDIENTE,False,441.86,VENTA DE PESCADOS Y MARISCOS,0,0,0,4,721.86,6460,0.22,11.17,3.62,2,0
7637,M,S,40,TECNICO,DE FAMILIAR,1,LAMBAYEQUE,17,INDEPENDIENTE,False,505,OTRAS ACTIVIDADES,1,0,1,18,1050,3100,0.22,33.87,125.96,2,1
7638,F,S,20,MEDIO/SECUNDARIA,ALQUILADO,1,JUNIN,1,INDEPENDIENTE,False,868,VENTA DE COMIDAS,0,0,0,1,1058,8020,0.22,13.19,4.78,2,0
7639,M,S,21,MEDIO/SECUNDARIA,ALQUILADO,1,JUNIN,1,INDEPENDIENTE,False,374.83,VENTA AL POR MAYOR DE ANIMALES,0,0,0,2,684.83,14480,0.22,4.72,17.71,2,0
7640,F,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,TUMBES,16,INDEPENDIENTE,False,231,OTRAS ACTIVIDADES,0,1,0,2,231,980,0.22,23.57,30,2,0
7641,F,S,48,MEDIO/SECUNDARIA,DE FAMILIAR,1,TACNA,1,INDEPENDIENTE,False,1117.8,VENTA AL POR MAYOR DE ANIMALES,0,0,0,17,2318.8,28771.8,0.05,8.05,23.4,2,0
7642,M,C,54,TECNICO,PROPIO,2,PIURA,28,DEPENDIENTE,False,2368,BODEGAS,0,0,0,3,2668,13400,0.22,19.91,28.7,2,0
7643,F,S,49,MEDIO/SECUNDARIA,PROPIO,1,TUMBES,16,INDEPENDIENTE,False,560,VENTA DE ROPA -TEXTILES,0,1,0,17,890,6800,0.22,13.08,29.41,2,0
7644,F,S,28,MEDIO/SECUNDARIA,DE FAMILIAR,1,LORETO,2,INDEPENDIENTE,False,404.6,BODEGAS,0,0,0,3,1277.6,6560,0.22,19.47,17.87,3,0
7645,M,S,26,MEDIO/SECUNDARIA,ALQUILADO,0,CUSCO,6,DEPENDIENTE,False,1200,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,7,1850,2000,0.22,92.5,30,3,0
7646,F,S,21,PRIMARIA,ALQUILADO,2,CAJAMARCA,6,INDEPENDIENTE,False,315,VENTA AL POR MAYOR DE ANIMALES,0,1,0,4,550,2800,0.22,19.64,62.68,1,0
7647,M,S,21,MEDIO/SECUNDARIA,DE FAMILIAR,2,CAJAMARCA,6,INDEPENDIENTE,False,555,VENTA DE PRODUCTOS LACTEOS,0,0,0,4,810,900,0.22,90,30,1,0
7648,M,C,39,UNIVERSITRARIO,DE FAMILIAR,0,ICA,6,INDEPENDIENTE,False,1484.8,OTRAS ACTIVIDADES,0,1,0,17,2364.8,6480,0.22,36.49,32.7,2,1
7649,F,C,43,PRIMARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,228,CRIA DE ANIMALES DOMESTICOS,0,0,0,7,660,4720,0.22,13.98,22.5,2,0
7650,M,C,36,MEDIO/SECUNDARIA,DE FAMILIAR,1,SAN MARTIN,3,INDEPENDIENTE,False,597,VENTA DE VERDURAS Y FRUTAS,0,0,0,1,1477,7800,0.22,18.93,1.32,2,0
7651,F,S,43,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,16,DEPENDIENTE,False,760,LICORERIA,0,0,0,1,1560,24000,0.22,6.5,12.92,3,0
7652,F,S,40,TECNICO,DE FAMILIAR,2,CAJAMARCA,7,INDEPENDIENTE,True,380,OTRAS ACTIVIDADES,0,0,0,5,990,1614,0.22,61.33,82.21,1,0
7653,M,S,20,PRIMARIA,DE FAMILIAR,0,PIURA,19,DEPENDIENTE,False,342.5,VENTA DE PRODUCTO AGROPECUARIO,0,0,0,2,547.5,1660,0.22,32.98,10.52,2,0
7654,M,C,56,MEDIO/SECUNDARIA,PROPIO,2,UCAYALI,6,INDEPENDIENTE,False,566.4,ABARROTE,0,0,0,3,681.4,4860,0.22,14.02,25.43,3,0
7655,F,C,24,MEDIO/SECUNDARIA,ALQUILADO,1,TUMBES,8,INDEPENDIENTE,False,3525,VENTA DE ROPA -TEXTILES,0,0,0,7,3225,26700,0.22,12.07,86.89,2,0
7656,M,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,740,OTRAS ACTIVIDADES,0,1,0,14,1350,4000,0.22,33.75,29.31,2,0
7657,F,S,43,MEDIO/SECUNDARIA,PROPIO,1,UCAYALI,6,INDEPENDIENTE,False,626,BODEGAS,0,1,0,2,1148,3120,0.22,36.79,25.28,3,1
7658,M,S,40,TECNICO,PROPIO,0,UCAYALI,5,INDEPENDIENTE,False,1525,OTRAS ACTIVIDADES,0,1,0,13,1675,6500,0.22,25.76,4.28,3,1
7659,M,S,53,PRIMARIA,PROPIO,4,CAJAMARCA,21,INDEPENDIENTE,False,465,VENTA DE PRODUCTOS LACTEOS,0,0,0,17,590,900,0.22,65.55,31.92,1,0
7660,M,S,48,MEDIO/SECUNDARIA,PROPIO,1,MOQUEGUA,21,DEPENDIENTE,True,249,TRANSPORTE,0,1,0,6,1479,3160,0.27,46.8,30,3,0
7661,M,C,49,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,710,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,1650,3900,0.22,42.3,36.42,2,0
7662,F,S,33,MEDIO/SECUNDARIA,PROPIO,2,UCAYALI,4,INDEPENDIENTE,False,720,BODEGAS,0,1,0,4,1600,9000,0.22,17.77,7.55,3,0
7663,M,S,30,MEDIO/SECUNDARIA,DE FAMILIAR,0,PIURA,16,INDEPENDIENTE,False,743,TRANSPORTE,0,0,0,7,1503,2880,0.22,52.18,30,2,0
7664,F,S,21,MEDIO/SECUNDARIA,DE FAMILIAR,1,TUMBES,21,INDEPENDIENTE,False,250,OTRAS ACTIVIDADES,0,0,0,2,255,2100,0.22,12.14,30,2,0
7665,M,S,30,MEDIO/SECUNDARIA,ALQUILADO,1,PIURA,3,INDEPENDIENTE,False,937,BODEGAS,0,1,0,7,1727,16400,0.22,10.53,223.08,2,0
7666,F,S,52,MEDIO/SECUNDARIA,ALQUILADO,2,JUNIN,7,INDEPENDIENTE,False,276.6,VENTA DE VERDURAS Y FRUTAS,0,0,0,1,116.6,2920,0.22,3.99,3.95,2,0
7667,F,S,46,TECNICO,DE FAMILIAR,2,UCAYALI,7,INDEPENDIENTE,False,582,OTRAS ACTIVIDADES,1,1,0,6,682,4200,0.22,16.23,65.78,3,1
7668,F,S,23,MEDIO/SECUNDARIA,DE FAMILIAR,2,LIMA,3,INDEPENDIENTE,False,910.27,BODEGAS,0,0,0,4,1856.27,8200,0.22,22.63,8.86,3,1
7669,F,S,43,MEDIO/SECUNDARIA,DE FAMILIAR,2,SAN MARTIN,10,INDEPENDIENTE,False,1120,VENTA DE PERFUMES,0,1,0,11,1009.17,4000,0.22,25.22,9.54,2,0
7670,F,S,21,PRIMARIA,PROPIO,1,CAJAMARCA,2,INDEPENDIENTE,False,336,VENTA DE PRODUCTOS LACTEOS,0,0,0,3,653,1225,0.22,53.3,219.33,1,0
7671,F,S,19,UNIVERSITRARIO,DE FAMILIAR,0,PUNO,11,INDEPENDIENTE,False,307.8,VENTA DE ROPA -TEXTILES,0,0,0,2,857.8,4880,0.22,17.57,76.11,1,0
7672,M,C,54,PRIMARIA,PROPIO,3,PIURA,25,INDEPENDIENTE,False,3125,OTRAS ACTIVIDADES,0,0,0,18,4270,14000,0.22,30.5,278.91,2,0
7673,F,C,49,MEDIO/SECUNDARIA,ALQUILADO,0,LORETO,1,INDEPENDIENTE,False,898,VENTA DE COMIDAS,0,0,0,2,2088,7800,0.22,26.76,5.19,3,0
7674,M,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,2,INDEPENDIENTE,False,593.9,BODEGAS,0,1,1,1,1135,2850,0.22,39.82,73.76,1,0
7675,M,S,31,MEDIO/SECUNDARIA,PROPIO,2,CAJAMARCA,31,INDEPENDIENTE,False,2280,VENTA DE PRODUCTOS LACTEOS,0,0,0,0,1980,20600,0.22,9.61,11.2,1,0
7676,F,S,39,MEDIO/SECUNDARIA,PROPIO,2,HUANUCO,10,INDEPENDIENTE,False,410.6,BODEGAS,0,1,0,9,410.6,1680,0.22,24.44,21.14,1,0
7677,F,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,LA LIBERTAD,6,INDEPENDIENTE,False,374,BODEGAS,0,0,0,2,1164,3120,0.22,37.3,26.22,3,0
7678,M,S,56,MEDIO/SECUNDARIA,PROPIO,1,TUMBES,10,INDEPENDIENTE,False,1095,OTRAS ACTIVIDADES,0,0,0,17,1065,10000,0.22,10.65,36.22,2,0
7679,F,C,43,MEDIO/SECUNDARIA,PROPIO,2,LORETO,6,INDEPENDIENTE,False,655,BODEGAS,0,0,1,1,1940,4200,0.22,46.19,2.85,3,0
7680,F,S,31,MEDIO/SECUNDARIA,PROPIO,2,PASCO,6,INDEPENDIENTE,True,1979.86,TRANSPORTE,1,1,0,3,4295,8400,0.84,51.13,30,2,0
7681,M,C,61,MEDIO/SECUNDARIA,PROPIO,3,PIURA,16,INDEPENDIENTE,False,512.5,TRANSPORTE,0,0,0,7,892.5,3300,0.22,27.04,30,2,0
7682,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,6,DEPENDIENTE,False,1102,OTRAS ACTIVIDADES,0,0,0,1,1400,5000,0.22,28,43,3,1
7683,F,S,56,MEDIO/SECUNDARIA,PROPIO,4,HUANCAVELICA,4,INDEPENDIENTE,False,254.4,BODEGAS,0,0,0,3,424.4,1200,0.22,35.36,30,1,0
7684,F,S,22,MEDIO/SECUNDARIA,PROPIO,1,PIURA,3,INDEPENDIENTE,False,636,PELUQUERIA,0,0,0,4,606,1680,0.22,36.07,53.57,2,0
7685,F,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,10,INDEPENDIENTE,False,682.5,VENTA DE VERDURAS Y FRUTAS,0,0,0,6,1165,2750,0.22,42.36,23.93,3,0
7686,F,S,40,MEDIO/SECUNDARIA,PROPIO,2,LORETO,6,INDEPENDIENTE,False,730,BODEGAS,0,1,0,7,1690,6400,0.22,26.4,13.48,3,0
7687,F,S,22,MEDIO/SECUNDARIA,PROPIO,0,LIMA,3,INDEPENDIENTE,False,4216.03,OTRAS ACTIVIDADES,0,0,0,3,4216.03,173350,0.22,2.43,13.99,3,0
7688,F,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,1,LIMA,11,INDEPENDIENTE,False,1315.2,VENTA DE COMIDAS,0,0,0,7,4365,11000,0.22,39.68,2.47,3,0
7689,M,S,29,MEDIO/SECUNDARIA,DE FAMILIAR,0,APURIMAC,18,INDEPENDIENTE,False,246,ABARROTE,0,1,0,3,207,900,0.22,23,17.24,3,0
7690,F,S,31,MEDIO/SECUNDARIA,ALQUILADO,1,HUANUCO,3,INDEPENDIENTE,False,175,TRANSPORTE,0,0,0,5,555,750,0.22,74,30,1,0
7691,M,S,33,PRIMARIA,PROPIO,2,CAJAMARCA,6,INDEPENDIENTE,False,308.32,OTRAS ACTIVIDADES,0,1,0,0,598.32,3266.66,0.22,18.31,42.93,1,0
7692,M,S,46,MEDIO/SECUNDARIA,PROPIO,0,CAJAMARCA,16,INDEPENDIENTE,False,1345,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,2180,50000,0.22,4.36,27.39,1,0
7693,M,S,39,MEDIO/SECUNDARIA,PROPIO,3,PASCO,6,INDEPENDIENTE,False,920,BODEGAS,0,0,0,7,1600,4600,0.22,34.78,37.19,2,1
7694,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,2,INDEPENDIENTE,False,1652.31,OTRAS ACTIVIDADES,0,0,0,3,1923.48,13000,0.22,14.79,107.26,3,0
7695,M,S,53,PRIMARIA,PROPIO,2,CAJAMARCA,16,INDEPENDIENTE,False,545,CRIA DE ANIMALES DOMESTICOS,0,0,0,17,805,2950,0.22,27.28,61.01,1,0
7696,F,S,20,UNIVERSITRARIO,DE FAMILIAR,0,TACNA,16,INDEPENDIENTE,False,1281,VENTA DE ROPA -TEXTILES,0,0,0,3,1610,10400,0.22,15.48,74.5,2,0
7697,M,S,36,TECNICO,PROPIO,0,LAMBAYEQUE,6,DEPENDIENTE,True,920,OTRAS ACTIVIDADES,0,0,0,7,1210,3080,0.22,39.28,30,2,0
7698,F,S,21,MEDIO/SECUNDARIA,PROPIO,2,LORETO,1,INDEPENDIENTE,False,212,LICORERIA,0,0,1,1,872,4680,0.22,18.63,17.58,3,0
7699,M,C,47,MEDIO/SECUNDARIA,PROPIO,1,CAJAMARCA,11,INDEPENDIENTE,False,1545,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,2130,4400,0.22,48.4,97.67,1,0
7700,M,S,21,OTRO,DE FAMILIAR,0,UCAYALI,16,INDEPENDIENTE,False,607,OTRAS ACTIVIDADES,0,0,0,2,687,4560,0.22,15.06,93.34,3,0
7701,M,S,45,MEDIO/SECUNDARIA,ALQUILADO,2,CAJAMARCA,0,INDEPENDIENTE,False,430,OTRAS ACTIVIDADES,0,1,0,0,990,2800,0.22,35.35,30,1,0
7702,M,C,56,MEDIO/SECUNDARIA,DE FAMILIAR,4,HUANUCO,6,INDEPENDIENTE,False,1438.77,BODEGAS,0,0,0,7,8336.97,33200,0.72,25.11,74.28,1,0
7703,F,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,1,INDEPENDIENTE,False,244,VENTA DE ROPA -TEXTILES,0,1,0,2,544,1440,0.22,37.77,79.68,1,0
7704,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,TUMBES,15,INDEPENDIENTE,False,200,TRANSPORTE,0,1,0,2,376.67,980,0.22,38.43,30,2,0
7705,M,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,16,INDEPENDIENTE,False,380,BODEGAS,0,0,0,2,490,2400,0.22,20.41,25.8,3,0
7706,F,S,46,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,16,INDEPENDIENTE,False,438.07,OTRAS ACTIVIDADES,0,0,0,3,403.23,2860,0.22,14.09,24.96,3,0
7707,F,S,39,MEDIO/SECUNDARIA,DE FAMILIAR,3,PIURA,31,INDEPENDIENTE,False,446.7,LICORERIA,0,0,0,5,1176.7,6688,0.22,17.59,4.89,2,0
7708,M,S,48,PRIMARIA,PROPIO,2,CAJAMARCA,25,INDEPENDIENTE,False,984,VENTA DE GRANOS,0,0,0,26,1404,5720,0.22,24.54,93.57,1,0
7709,M,S,35,MEDIO/SECUNDARIA,DE FAMILIAR,2,SAN MARTIN,8,INDEPENDIENTE,False,780,VENTA DE VERDURAS Y FRUTAS,0,0,0,7,1660,16800,0.22,9.88,3.34,2,0
7710,M,S,43,MEDIO/SECUNDARIA,PROPIO,3,LAMBAYEQUE,7,INDEPENDIENTE,False,240,OTRAS ACTIVIDADES,0,0,0,7,1140,1720,0.22,66.27,30,2,0
7711,M,S,44,PRIMARIA,PROPIO,5,PIURA,5,INDEPENDIENTE,False,239,TRANSPORTE,0,1,0,2,634,1120,0.22,56.6,30,2,0
7712,M,S,58,UNIVERSITRARIO,DE FAMILIAR,2,LA LIBERTAD,6,INDEPENDIENTE,False,2079.6,LICORERIA,0,0,0,7,3689.6,10024,0.22,36.8,54.41,3,0
7713,F,C,42,PRIMARIA,PROPIO,1,AMAZONAS,15,INDEPENDIENTE,False,430,HOTELES Y HOSPEDAJE,0,0,0,8,1170,1650,0.22,70.9,30,1,0
7714,F,S,47,MEDIO/SECUNDARIA,DE FAMILIAR,0,LIMA,47,INDEPENDIENTE,False,297.95,OTRAS ACTIVIDADES,0,0,0,7,214.39,5160,0.22,4.15,47.9,3,0
7715,M,S,28,TECNICO,PROPIO,2,TACNA,2,INDEPENDIENTE,False,766.36,VENTA DE ROPA -TEXTILES,0,0,0,3,1518.18,9000,0.22,16.86,88.5,2,1
7716,M,C,64,MEDIO/SECUNDARIA,PROPIO,0,LIMA,6,INDEPENDIENTE,True,398,OTRAS ACTIVIDADES,0,0,0,7,720,2000,0.22,36,15,3,1
7717,M,S,27,UNIVERSITRARIO,DE FAMILIAR,1,HUANCAVELICA,3,INDEPENDIENTE,True,805.45,TRANSPORTE,0,1,0,3,2568.5,4950,1.42,51.88,30,1,0
7718,F,C,60,MEDIO/SECUNDARIA,PROPIO,1,PIURA,6,INDEPENDIENTE,False,393.24,BODEGAS,0,0,0,5,968.24,2800,0.22,34.58,44.09,2,0
7719,F,S,54,PRIMARIA,PROPIO,0,CAJAMARCA,10,INDEPENDIENTE,False,460,OTRAS ACTIVIDADES,0,0,0,7,552,1340,0.22,41.19,76.45,1,0
7720,F,S,19,UNIVERSITRARIO,PROPIO,0,CAJAMARCA,1,INDEPENDIENTE,False,410,OTRAS ACTIVIDADES,0,0,1,5,810,950,0.22,85.26,30,1,1
7721,F,C,28,MEDIO/SECUNDARIA,DE FAMILIAR,3,LA LIBERTAD,6,INDEPENDIENTE,False,412,BODEGAS,0,0,0,7,1055,3300,0.07,31.96,20.59,3,0
7722,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,CUSCO,2,INDEPENDIENTE,False,1050,TRANSPORTE,0,0,0,3,1590,3120,0.22,50.96,30,3,0
7723,M,S,27,PRIMARIA,DE FAMILIAR,0,CAJAMARCA,4,INDEPENDIENTE,False,483,CRIA DE ANIMALES DOMESTICOS,0,0,0,5,723,2860,0.22,25.27,49.82,1,0
7724,F,S,39,PRIMARIA,PROPIO,3,CAJAMARCA,8,INDEPENDIENTE,False,360,VENTA AL POR MAYOR DE ANIMALES,0,0,0,5,750,980,0.22,76.53,30,1,0
7725,F,S,38,MEDIO/SECUNDARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,261,VENTA DE PERFUMES,0,0,0,4,932,2650,0.69,35.16,3.59,2,0
7726,M,S,57,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,351.25,BODEGAS,0,0,0,5,1016.25,7360,0.22,13.8,24.15,2,0
7727,M,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,0,JUNIN,16,INDEPENDIENTE,False,385.83,VENTA AL POR MAYOR DE ANIMALES,0,0,0,0,720.83,4266.66,0.22,16.89,16.17,2,0
7728,F,C,56,MEDIO/SECUNDARIA,PROPIO,2,PIURA,11,INDEPENDIENTE,False,473.92,VENTA DE COMIDAS,0,0,0,12,1043.92,3492,0.22,29.89,8.05,2,0
7729,M,S,42,OTRO,DE FAMILIAR,1,PIURA,16,INDEPENDIENTE,False,8195,VENTA DE VERDURAS Y FRUTAS,0,0,0,7,13140,92400,0.07,14.22,7.2,2,0
7730,F,S,28,MEDIO/SECUNDARIA,PROPIO,2,CUSCO,8,INDEPENDIENTE,True,3209,VENTA DE ROPA -TEXTILES,0,0,0,5,7753,17480,0.19,44.35,85.88,3,0
7731,M,S,39,MEDIO/SECUNDARIA,PROPIO,1,PIURA,10,INDEPENDIENTE,False,1354,BODEGAS,0,0,0,10,1988,5300,0.22,37.5,94.6,2,0
7732,F,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,2,UCAYALI,2,INDEPENDIENTE,False,446,VENTA DE PESCADOS Y MARISCOS,0,0,0,5,796,3600,0.22,22.11,2.02,3,0
7733,M,S,25,MEDIO/SECUNDARIA,DE FAMILIAR,0,ANCASH,16,INDEPENDIENTE,False,633,VENTA AL POR MAYOR DE ANIMALES,0,0,0,3,1478,6080,0.22,24.3,24.74,3,1
7734,M,C,42,MEDIO/SECUNDARIA,PROPIO,2,SAN MARTIN,13,INDEPENDIENTE,False,1580,BODEGAS,0,0,0,17,2400,8200,0.22,29.26,48.81,2,0
7735,F,S,26,MEDIO/SECUNDARIA,ALQUILADO,0,HUANUCO,3,INDEPENDIENTE,False,1900,OTRAS ACTIVIDADES,0,1,0,3,1900,11000,0.22,17.27,58.24,1,0
7736,F,S,60,PRIMARIA,DE FAMILIAR,2,PIURA,16,INDEPENDIENTE,False,560,BODEGAS,0,0,0,6,560,3760,0.22,14.89,14.33,2,0
7737,F,S,19,MEDIO/SECUNDARIA,DE FAMILIAR,1,AYACUCHO,6,INDEPENDIENTE,False,807,OTRAS ACTIVIDADES,0,0,0,3,1282,5200,0.22,24.65,42.43,3,0
7738,M,S,49,MEDIO/SECUNDARIA,PROPIO,1,UCAYALI,16,INDEPENDIENTE,False,570,ZAPATERIAS,0,0,0,7,670,5200,0.22,12.88,35.57,3,0
7739,M,S,41,MEDIO/SECUNDARIA,DE FAMILIAR,2,PIURA,19,INDEPENDIENTE,False,420,VENTA AL POR MAYOR DE ANIMALES,0,1,0,3,420,3600,0.22,11.66,80,2,0
7740,M,S,37,MEDIO/SECUNDARIA,DE FAMILIAR,1,LA LIBERTAD,26,INDEPENDIENTE,False,1985,OTRAS ACTIVIDADES,0,1,0,4,3690,20300,0.22,18.17,30,3,0
7741,F,S,42,MEDIO/SECUNDARIA,PROPIO,2,PIURA,16,INDEPENDIENTE,False,440,VENTA DE COMIDAS,0,0,0,12,440,2352,0.22,18.7,31.55,2,0
7742,M,S,44,PRIMARIA,PROPIO,1,HUANUCO,6,INDEPENDIENTE,False,435,TRANSPORTE,0,0,0,17,445,1680,0.22,26.48,30,1,0
7743,M,S,24,MEDIO/SECUNDARIA,DE FAMILIAR,2,LORETO,10,INDEPENDIENTE,False,178,BODEGAS,0,0,0,7,1030,3600,0.22,28.61,6.55,3,0
7744,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,0,CAJAMARCA,16,INDEPENDIENTE,False,1600,OTRAS ACTIVIDADES,0,1,0,5,2400,4000,0.22,60,30,1,0
7745,M,S,55,MEDIO/SECUNDARIA,DE FAMILIAR,0,ICA,16,INDEPENDIENTE,False,394,PRODUCCION LACTEOS Y DERIVADOS,0,0,0,17,1144,2364,0.22,48.39,22.01,2,0
7746,M,S,53,PRIMARIA,PROPIO,2,PIURA,16,DEPENDIENTE,False,710,OTRAS ACTIVIDADES,0,0,0,17,760,1280,0.22,59.37,357.12,2,0
7747,M,S,41,MEDIO/SECUNDARIA,PROPIO,2,PIURA,26,INDEPENDIENTE,False,1445,CULTIVOS AGRICOLAS,0,0,0,17,2545,3740,0.22,68.04,30,2,0
7748,M,S,45,PRIMARIA,PROPIO,3,LAMBAYEQUE,6,INDEPENDIENTE,False,205,BODEGAS,0,0,0,5,815,2940,0.22,27.72,17.64,2,0
7749,F,C,58,PRIMARIA,DE FAMILIAR,1,SAN MARTIN,2,INDEPENDIENTE,False,1245,VENTA DE VERDURAS Y FRUTAS,0,0,0,20,1700,6000,0.55,28.33,6.77,2,1
7750,M,S,49,UNIVERSITRARIO,PROPIO,2,PIURA,26,INDEPENDIENTE,False,4300,TRANSPORTE,1,1,0,22,4300,49000,0.22,8.77,46.85,2,0
7751,F,S,20,TECNICO,DE FAMILIAR,1,LIMA,3,INDEPENDIENTE,False,956.4,VENTA DE COMIDAS,0,0,0,2,1986.4,9800,0.22,20.26,6.5,3,0
7752,M,S,45,MEDIO/SECUNDARIA,ALQUILADO,2,LAMBAYEQUE,4,INDEPENDIENTE,True,1577,CRIA DE ANIMALES DOMESTICOS,0,1,0,0,2570,14400,0.22,17.84,20.68,2,0
7753,M,S,40,PRIMARIA,DE FAMILIAR,1,PIURA,24,INDEPENDIENTE,False,1155,CONSTRUCCION DE OBRAS EN GENERAL,0,0,0,15,1470,1800,0.22,81.66,30,2,0
7754,F,S,38,PRIMARIA,PROPIO,3,SAN MARTIN,21,INDEPENDIENTE,False,830,OTRAS ACTIVIDADES,0,0,0,5,770,1000,0.22,77,30,2,0
7755,M,S,38,MEDIO/SECUNDARIA,PROPIO,1,JUNIN,8,INDEPENDIENTE,False,530,TRANSPORTE,0,0,0,9,1180,1400,0.22,84.28,30,2,0
7756,M,S,54,MEDIO/SECUNDARIA,PROPIO,4,PIURA,16,INDEPENDIENTE,False,930,OTRAS ACTIVIDADES,0,1,0,17,1355,2350,0.22,57.65,84.74,2,0
7757,M,S,20,MEDIO/SECUNDARIA,DE FAMILIAR,1,CAJAMARCA,5,INDEPENDIENTE,False,413,VENTA DE PRODUCTOS LACTEOS,0,0,0,3,745,925,0.22,80.54,158.25,1,0
7758,F,S,33,MEDIO/SECUNDARIA,ALQUILADO,2,AMAZONAS,1,INDEPENDIENTE,False,550,BODEGAS,0,0,1,2,700,5760,0.22,12.15,7.5,1,1
7759,M,S,22,MEDIO/SECUNDARIA,DE FAMILIAR,1,TUMBES,18,INDEPENDIENTE,False,305,TRANSPORTE,0,1,0,4,655,1260,0.22,51.98,30,2,0
7760,M,S,54,MEDIO/SECUNDARIA,DE FAMILIAR,1,PIURA,10,INDEPENDIENTE,False,720,LICORERIA,0,0,0,11,650,4680,0.22,13.88,49.1,2,1
7761,M,S,44,MEDIO/SECUNDARIA,PROPIO,2,PIURA,17,INDEPENDIENTE,False,1000,CONSTRUCCION DE OBRAS EN GENERAL,0,1,0,22,1950,5000,0.22,39,30,2,0
7762,F,S,22,MEDIO/SECUNDARIA,ALQUILADO,2,LAMBAYEQUE,1,INDEPENDIENTE,False,1096,ABARROTE,0,0,1,3,2416,55520,0.22,4.35,13.17,2,0
7763,M,S,57,PRIMARIA,PROPIO,1,PIURA,6,INDEPENDIENTE,False,350,CULTIVOS AGRICOLAS,0,0,0,7,460,1920,0.22,23.95,30,2,0
